resolved_url,pl_theta,rec_prob,brand_ko,split,pool_rank,top_pct
https://physiogel.co.kr/product/detail.html?product_no=33&cate_no=28&display_group=1,3.456228816001053,0.033931737358703515,피지오겔,train,1,0.3389830508474576
https://myrealbarrier.co.kr/product/detail.html?product_no=70,3.448768736983297,0.03367954577097967,리얼베리어,train,2,0.6779661016949152
https://abib.com/product/딥-클린-폼-클렌저-수분초-히알루론-폼/306/,3.4246483976311852,0.03287690262411969,아비브,train,3,1.0169491525423728
https://myrealbarrier.co.kr/product/detail.html?product_no=71,3.3173700099622683,0.02953251842272616,리얼베리어,train,4,1.3559322033898304
https://neopharmshop.co.kr/product/아토팜-판테놀-크림-워시-300ml/2130/,3.1227358170012565,0.024309270573913893,아토팜,train,5,1.694915254237288
https://www.torriden.com/goods/goods_view.php?goodsNo=158,3.0623238931402335,0.022884180382101,토리든,train,6,2.0338983050847457
https://www.torriden.com/goods/goods_view.php?goodsNo=253,3.0549638002727937,0.022716369000511237,토리든,train,7,2.3728813559322033
https://neopharmshop.co.kr/product/detail.html?product_no=2215&cate_no=43&display_group=1,3.014779813366109,0.02182163216761041,네오팜,train,8,2.711864406779661
https://myrealbarrier.co.kr/product/detail.html?product_no=68,2.9992146552141565,0.021484604758640464,리얼베리어,train,9,3.050847457627119
https://skin1004korea.com/product/마다가스카르-센텔라-앰플-폼-125ml/272/category/131/display/1/,2.9273424174437985,0.019994642909185175,스킨1004,train,10,3.389830508474576
https://myrealbarrier.co.kr/product/detail.html?product_no=125,2.9088510565822996,0.019628312167070925,리얼베리어,train,11,3.728813559322034
https://dewytree.com/product/detail.html?product_no=686&cate_no=54&display_group=1,2.867808513065628,0.018839024294270243,듀이트리,train,12,4.067796610169491
https://imfrom.co.kr/product/detail.html?product_no=246&cate_no=175&display_group=1,2.837111066925945,0.01826950054569688,아임프롬,train,13,4.406779661016949
https://www.aestura.com/m/product/view.do?prdSeq=1077,2.8220136077825604,0.017995749182383634,에스트라,train,14,4.745762711864407
https://neopharmshop.co.kr/product/detail.html?product_no=3454&cate_no=175&display_group=1,2.7860185492672263,0.01735951055428649,네오팜,train,15,5.084745762711865
https://myrealbarrier.co.kr/product/detail.html?product_no=85,2.784103101568025,0.017326291144913318,리얼베리어,train,16,5.423728813559322
https://illiyoon.com/product/detail.html?product_no=274,2.727632731551696,0.016374982244931127,일리윤,train,17,5.762711864406779
https://benetus.imweb.me/cleanser/?idx=2,2.7095378350411607,0.016081343330752257,베네투스,train,18,6.101694915254238
https://neopharmshop.co.kr/product/detail.html?product_no=2134&cate_no=1&display_group=11,2.6973562680090972,0.01588663569876394,네오팜,train,19,6.440677966101695
https://www.torriden.com/goods/goods_view.php?goodsNo=153,2.6503339467024447,0.015156900584698199,토리든,train,20,6.779661016949152
https://onething.kr/product/%EC%96%B4%EC%84%B1%EC%B4%88-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-150ml/233/category/1/display/7/?icid=MAIN.product_listmain_6,2.6468458625513795,0.015104124137843082,원씽,train,21,7.118644067796611
https://pyunkangyul.com/product/%EC%A7%84%EC%A0%95-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%8F%AC%EB%B0%8D-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml/203/category/231/display/1/,2.4964144631983918,0.012994633036711839,편강율,train,22,7.457627118644068
https://neopharmshop.co.kr/product/detail.html?product_no=2144&cate_no=48&display_group=1,2.4467396228538356,0.012364897217236081,네오팜,train,23,7.796610169491526
https://physiogel.co.kr/product/detail.html?product_no=374&cate_no=28&display_group=1,2.3898814121108294,0.011681464768520295,피지오겔,train,24,8.135593220338983
https://myrealbarrier.co.kr/product/detail.html?product_no=215&cate_no=48&display_group=1,2.2428944424265267,0.010084669587636791,리얼베리어,train,25,8.47457627118644
https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739403&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bm17W10%3D,2.2320034583131725,0.009975433535162854,비플레인,train,26,8.813559322033898
https://dewytree.com/product/detail.html?product_no=688&cate_no=54&display_group=1,2.170059503575468,0.009376264748513202,듀이트리,train,27,9.152542372881356
https://imfrom.co.kr/product/detail.html?product_no=215&cate_no=175&display_group=1,2.1562354326968363,0.00924753841107264,아임프롬,train,28,9.491525423728813
https://dewytree.com/product/detail.html?product_no=963&cate_no=54&display_group=1,2.1408186265970177,0.009106064246466327,듀이트리,train,29,9.830508474576272
https://lagom.kr/product/detail.html?product_no=652&cate_no=86&display_group=1,2.1375238814188067,0.009076111455699932,라곰,train,30,10.16949152542373
https://lagom.kr/product/detail.html?product_no=11&cate_no=86&display_group=1,2.1328827788961164,0.009034085889841803,라곰,train,31,10.508474576271185
https://wellage.co.kr/product/%EB%A6%AC%EC%96%BC-%ED%9E%88%EC%95%8C%EB%A3%A8%EB%A1%9C%EB%8B%89-%EC%95%84%EB%AF%B8%EB%85%B8-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml/1256/,2.1070768564670934,0.008803935365608702,웰라쥬,train,32,10.847457627118644
https://brmudkorea.com/product/detail.html?product_no=171&cate_no=90&display_group=1,2.1025644981966423,0.008764298350510954,비알엠유디,train,33,11.186440677966102
https://dewytree.com/product/detail.html?product_no=610&cate_no=54&display_group=1,2.05195360791151,0.008331767125544152,듀이트리,train,34,11.525423728813559
https://abib.com/product/포어-클레이-팩-클렌저-어성초-차콜-팩-투-폼/597/,2.0464916959819273,0.008286383799975015,아비브,train,35,11.864406779661017
https://www.etude.com/shop/category/cleanser/cleanser-all/%ec%88%9c%ec%a0%95-%ec%95%bd%ec%82%b0%ec%84%b1-5-5-%ed%8f%bc-%ed%81%b4%eb%a0%8c%ec%a0%80-150ml-2/,2.016099666467353,0.008038332266683098,에뛰드,train,36,12.203389830508476
https://medipeel.co.kr/product/detail.html?product_no=2681&cate_no=499&display_group=1,2.0008934895541377,0.007917024614425571,메디필,train,37,12.54237288135593
https://lagom.kr/product/detail.html?product_no=132&cate_no=86&display_group=1,1.9657528648803364,0.0076436468874023665,라곰,train,38,12.88135593220339
https://banila.com/product/detail.html?product_no=680,1.900380697302157,0.007159947603452194,바닐라코,train,39,13.220338983050848
